travel_km,electricity,screen_time,waste,emission,food_encoded,transport
1011.0,5.951442857,13.0,6.0,2324.0,0,6
1182.0,5.951442857,24.0,6.0,3606.0,1,6
982.0,5.951442857,11.0,2.0,1683.0,0,6
4222.0,5.951442857,23.0,5.0,2262.0,0,5
1065.0,5.951442857,18.0,5.0,1942.0,0,6
83.0,5.951442857,10.0,6.0,1860.0,0,7
7598.0,5.951442857,4.0,6.0,4462.0,0,5
9.0,5.951442857,23.0,2.0,2031.0,0,7
7.0,5.951442857,24.0,4.0,1546.0,1,7
833.0,5.951442857,23.0,5.0,1475.0,0,6
4136.0,5.951442857,14.0,2.0,4105.0,0,5
20.0,5.951442857,16.0,5.0,1405.0,0,7
45.0,5.951442857,3.0,4.0,2070.0,0,7
853.0,5.951442857,17.0,2.0,2573.0,1,6
1388.0,5.951442857,7.0,4.0,1471.0,1,5
718.0,5.951442857,21.0,7.0,3427.0,1,6
43.0,5.951442857,4.0,3.0,1152.0,0,7
97.0,5.951442857,18.0,3.0,1165.0,0,6
1149.0,5.951442857,2.0,3.0,2682.0,0,6
4917.0,5.951442857,0.0,7.0,2634.0,0,5
3038.0,5.951442857,3.0,7.0,2541.0,0,5
16.0,5.951442857,21.0,4.0,1160.0,0,7
1657.0,5.951442857,20.0,2.0,2431.0,0,5
49.0,5.951442857,9.0,5.0,3685.0,1,7
65.0,5.951442857,7.0,6.0,2133.0,0,7
2439.0,5.951442857,4.0,3.0,2799.0,0,5
205.0,5.951442857,15.0,5.0,1682.0,0,6
20.0,5.951442857,15.0,1.0,1306.0,1,7
86.0,5.951442857,18.0,2.0,2006.0,0,7
149.0,5.951442857,0.0,6.0,3537.0,0,6
70.0,5.951442857,22.0,1.0,2993.0,0,7
9151.0,5.951442857,2.0,7.0,4359.0,0,5
92.0,5.951442857,7.0,4.0,2528.0,0,7
5.0,5.951442857,2.0,2.0,1851.0,0,7
1295.0,5.951442857,2.0,7.0,2388.0,0,6
1475.0,5.951442857,15.0,3.0,1409.0,0,6
1197.0,5.951442857,13.0,6.0,1890.0,0,5
1467.0,5.951442857,4.0,4.0,3110.0,0,6
1526.0,5.951442857,15.0,2.0,1373.0,0,5
4621.0,5.951442857,22.0,4.0,2029.0,1,5
3953.0,5.951442857,12.0,6.0,4064.0,0,5
60.0,5.951442857,7.0,1.0,973.0,0,7
68.0,5.951442857,9.0,2.0,1265.0,0,7
2184.0,5.951442857,24.0,6.0,2218.0,0,5
3.0,5.951442857,11.0,5.0,1727.0,0,7
1707.0,5.951442857,8.0,1.0,1865.0,0,6
1655.0,5.951442857,10.0,6.0,2500.0,0,5
5746.0,5.951442857,17.0,7.0,5098.0,0,5
1166.0,5.951442857,21.0,5.0,1674.0,0,6
1844.0,5.951442857,6.0,7.0,2011.0,1,5
66.0,5.951442857,1.0,7.0,2774.0,0,7
9.0,5.951442857,16.0,4.0,1101.0,0,7
8133.0,5.951442857,24.0,4.0,4372.0,1,5
1893.0,5.951442857,9.0,2.0,1686.0,0,6
59.0,5.951442857,14.0,7.0,2361.0,0,7
6388.0,5.951442857,3.0,3.0,4605.0,0,5
678.0,5.951442857,3.0,1.0,1841.0,1,6
4861.0,5.951442857,16.0,6.0,3459.0,0,5
1098.0,5.951442857,18.0,6.0,1352.0,0,5
8031.0,5.951442857,16.0,1.0,3340.0,0,5
3597.0,5.951442857,22.0,6.0,2906.0,0,5
27.0,5.951442857,12.0,5.0,1443.0,0,7
2019.0,5.951442857,3.0,5.0,2624.0,0,5
4880.0,5.951442857,8.0,1.0,1513.0,0,5
494.0,5.951442857,19.0,4.0,1141.0,0,6
787.0,5.951442857,9.0,4.0,1745.0,1,6
24.0,5.951442857,15.0,1.0,940.0,1,7
1529.0,5.951442857,13.0,2.0,2056.0,0,6
1088.0,5.951442857,20.0,5.0,2814.0,1,6
966.0,5.951442857,22.0,2.0,3006.0,1,6
6691.0,5.951442857,21.0,5.0,4065.0,0,5
49.0,5.951442857,14.0,7.0,3159.0,0,7
539.0,5.951442857,20.0,2.0,2978.0,0,6
2411.0,5.951442857,6.0,7.0,2292.0,0,5
5689.0,5.951442857,11.0,7.0,2253.0,0,5
421.0,5.951442857,24.0,7.0,2108.0,0,6
625.0,5.951442857,16.0,1.0,1605.0,0,5
63.0,5.951442857,15.0,7.0,2450.0,0,7
15.0,5.951442857,23.0,7.0,2691.0,0,7
1986.0,5.951442857,14.0,2.0,2713.0,1,6
37.0,5.951442857,15.0,5.0,3370.0,0,7
1824.0,5.951442857,4.0,7.0,1440.0,0,6
3102.0,5.951442857,3.0,3.0,1637.0,1,5
6.0,5.951442857,9.0,1.0,876.0,1,7
98.0,5.951442857,5.0,7.0,1973.0,0,7
723.0,5.951442857,17.0,6.0,2925.0,0,6
1763.0,5.951442857,23.0,4.0,1157.0,0,6
79.0,5.951442857,19.0,7.0,2249.0,0,7
8769.0,5.951442857,3.0,2.0,3406.0,0,5
1979.0,5.951442857,14.0,1.0,1478.0,0,6
48.0,5.951442857,1.0,2.0,2503.0,0,7
8909.0,5.951442857,24.0,4.0,3272.0,0,5
1657.0,5.951442857,6.0,5.0,1791.0,1,6
54.0,5.951442857,20.0,3.0,1751.0,0,7
45.0,5.951442857,15.0,5.0,1718.0,0,7
1016.0,5.951442857,12.0,4.0,1963.0,0,6
1999.0,5.951442857,18.0,3.0,4741.0,0,5
712.0,5.951442857,6.0,6.0,1323.0,0,6
1779.0,5.951442857,3.0,3.0,921.0,0,6
3215.0,5.951442857,4.0,6.0,1636.0,0,5
1624.0,5.951442857,10.0,3.0,1473.0,0,6
553.0,5.951442857,4.0,4.0,3007.0,0,6
93.0,5.951442857,21.0,6.0,3500.0,1,7
66.0,5.951442857,11.0,1.0,2496.0,0,7
1582.0,5.951442857,4.0,7.0,1352.0,1,6
7233.0,5.951442857,14.0,6.0,3764.0,0,5
1188.0,5.951442857,14.0,5.0,1102.0,0,5
1544.0,5.951442857,1.0,6.0,2337.0,1,6
1045.0,5.951442857,21.0,2.0,1341.0,1,6
9368.0,5.951442857,1.0,4.0,4656.0,1,5
95.0,5.951442857,4.0,4.0,1372.0,0,7
1105.0,5.951442857,13.0,2.0,1074.0,0,6
89.0,5.951442857,9.0,6.0,2047.0,0,7
7827.0,5.951442857,14.0,2.0,3630.0,0,5
23.0,5.951442857,8.0,5.0,2358.0,1,7
1300.0,5.951442857,6.0,5.0,3423.0,0,5
810.0,5.951442857,12.0,3.0,851.0,1,6
25.0,5.951442857,12.0,3.0,1628.0,1,7
62.0,5.951442857,23.0,5.0,1641.0,0,7
1634.0,5.951442857,7.0,4.0,2032.0,0,6
8366.0,5.951442857,5.0,6.0,3287.0,0,5
9901.0,5.951442857,21.0,1.0,4765.0,1,5
57.0,5.951442857,0.0,6.0,2233.0,1,6
9662.0,5.951442857,19.0,2.0,3314.0,1,5
4009.0,5.951442857,24.0,7.0,1937.0,0,5
1877.0,5.951442857,23.0,6.0,1487.0,0,6
20.0,5.951442857,13.0,6.0,1458.0,0,7
3438.0,5.951442857,8.0,6.0,1669.0,0,5
95.0,5.951442857,19.0,2.0,819.0,0,7
68.0,5.951442857,19.0,6.0,1155.0,0,7
801.0,5.951442857,6.0,3.0,942.0,0,6
61.0,5.951442857,8.0,3.0,710.0,0,7
343.0,5.951442857,8.0,1.0,2200.0,0,5
64.0,5.951442857,18.0,7.0,2206.0,0,7
1656.0,5.951442857,4.0,6.0,2497.0,0,6
92.0,5.951442857,0.0,1.0,2387.0,0,7
1062.0,5.951442857,12.0,2.0,535.0,0,6
1292.0,5.951442857,12.0,6.0,1922.0,0,6
10.0,5.951442857,20.0,4.0,1778.0,0,7
78.0,5.951442857,15.0,4.0,1854.0,1,7
74.0,5.951442857,7.0,2.0,2168.0,0,7
1342.0,5.951442857,13.0,6.0,2304.0,0,6
19.0,5.951442857,9.0,7.0,1657.0,0,7
66.0,5.951442857,4.0,1.0,1125.0,0,7
7585.0,5.951442857,23.0,5.0,2428.0,1,5
1762.0,5.951442857,1.0,7.0,1685.0,0,5
53.0,5.951442857,3.0,6.0,1831.0,0,7
14.0,5.951442857,24.0,1.0,3052.0,1,7
931.0,5.951442857,24.0,7.0,1725.0,0,6
149.0,5.951442857,9.0,4.0,3152.0,0,6
25.0,5.951442857,24.0,3.0,1067.0,0,7
1952.0,5.951442857,3.0,2.0,1497.0,0,5
932.0,5.951442857,10.0,6.0,2669.0,0,5
2924.0,5.951442857,9.0,2.0,2423.0,0,5
29.0,5.951442857,12.0,1.0,648.0,0,7
1574.0,5.951442857,7.0,6.0,2335.0,1,6
77.0,5.951442857,13.0,6.0,1787.0,0,7
62.0,5.951442857,0.0,6.0,2485.0,1,7
1884.0,5.951442857,8.0,4.0,1886.0,0,5
452.0,5.951442857,14.0,7.0,1666.0,1,6
1584.0,5.951442857,3.0,1.0,1439.0,1,6
1887.0,5.951442857,2.0,3.0,907.0,0,6
30.0,5.951442857,12.0,4.0,1253.0,0,7
7506.0,5.951442857,24.0,5.0,5533.0,0,5
719.0,5.951442857,7.0,3.0,1935.0,1,6
2671.0,5.951442857,18.0,2.0,1487.0,0,5
89.0,5.951442857,24.0,3.0,1541.0,0,7
401.0,5.951442857,22.0,6.0,2092.0,0,6
58.0,5.951442857,3.0,4.0,2638.0,0,7
56.0,5.951442857,6.0,4.0,2504.0,1,7
7.0,5.951442857,5.0,4.0,1115.0,0,7
2570.0,5.951442857,4.0,4.0,1283.0,0,5
900.0,5.951442857,3.0,3.0,2590.0,0,6
3439.0,5.951442857,18.0,1.0,2464.0,1,5
2.0,5.951442857,24.0,2.0,3015.0,0,7
1492.0,5.951442857,24.0,6.0,1144.0,1,6
39.0,5.951442857,21.0,3.0,2351.0,0,6
30.0,5.951442857,4.0,7.0,1689.0,1,7
4799.0,5.951442857,20.0,1.0,1732.0,0,5
51.0,5.951442857,16.0,3.0,1733.0,1,7
38.0,5.951442857,11.0,7.0,1305.0,0,7
919.0,5.951442857,12.0,1.0,1941.0,0,6
53.0,5.951442857,17.0,1.0,996.0,0,7
1324.0,5.951442857,19.0,6.0,1921.0,0,6
988.0,5.951442857,19.0,5.0,1916.0,1,6
33.0,5.951442857,1.0,4.0,2183.0,0,7
303.0,5.951442857,3.0,4.0,2315.0,0,6
74.0,5.951442857,1.0,7.0,2917.0,0,7
8747.0,5.951442857,21.0,5.0,1511.0,1,5
1146.0,5.951442857,22.0,4.0,1248.0,1,6
71.0,5.951442857,22.0,5.0,2899.0,0,5
2289.0,5.951442857,18.0,7.0,1340.0,0,5
259.0,5.951442857,23.0,3.0,1607.0,1,6
919.0,5.951442857,3.0,7.0,1255.0,0,6
53.0,5.951442857,3.0,6.0,494.0,0,7
4630.0,5.951442857,19.0,5.0,2591.0,0,5
8182.0,5.951442857,6.0,1.0,4019.0,0,5
1185.0,5.951442857,21.0,4.0,1830.0,1,6
1465.0,5.951442857,18.0,3.0,2069.0,1,6
85.0,5.951442857,9.0,2.0,1789.0,0,5
54.0,5.951442857,6.0,7.0,1568.0,1,5
21.0,5.951442857,2.0,4.0,2146.0,0,7
1552.0,5.951442857,24.0,1.0,1274.0,0,5
406.0,5.951442857,1.0,7.0,1425.0,0,6
1663.0,5.951442857,4.0,6.0,2178.0,0,6
1420.0,5.951442857,20.0,3.0,2114.0,1,6
9489.0,5.951442857,22.0,5.0,1610.0,1,5
920.0,5.951442857,7.0,4.0,3331.0,0,6
1079.0,5.951442857,21.0,7.0,2104.0,1,6
909.0,5.951442857,9.0,1.0,1819.0,0,5
1681.0,5.951442857,0.0,1.0,1355.0,0,6
1059.0,5.951442857,2.0,2.0,1626.0,0,6
1810.0,5.951442857,6.0,7.0,2223.0,0,6
1209.0,5.951442857,5.0,6.0,3423.0,0,6
12.0,5.951442857,13.0,6.0,2268.0,0,7
3182.0,5.951442857,3.0,7.0,2612.0,1,5
65.0,5.951442857,13.0,7.0,1300.0,0,7
80.0,5.951442857,10.0,5.0,1550.0,0,7
837.0,5.951442857,6.0,4.0,1824.0,0,5
0.0,5.951442857,4.0,2.0,1322.0,0,7
2317.0,5.951442857,14.0,3.0,2266.0,0,5
25.0,5.951442857,13.0,4.0,1347.0,0,7
26.0,5.951442857,2.0,4.0,2160.0,1,7
47.0,5.951442857,7.0,3.0,2670.0,0,7
73.0,5.951442857,10.0,7.0,1496.0,0,7
5898.0,5.951442857,13.0,3.0,1175.0,0,5
7691.0,5.951442857,9.0,1.0,3206.0,1,5
44.0,5.951442857,9.0,7.0,1978.0,0,7
4881.0,5.951442857,19.0,7.0,2432.0,0,5
78.0,5.951442857,18.0,4.0,1273.0,0,7
1257.0,5.951442857,20.0,2.0,1922.0,0,6
3010.0,5.951442857,7.0,7.0,1977.0,0,5
542.0,5.951442857,2.0,6.0,1657.0,0,6
19.0,5.951442857,6.0,4.0,2992.0,0,6
5119.0,5.951442857,20.0,5.0,1634.0,0,5
1553.0,5.951442857,17.0,5.0,2261.0,0,6
91.0,5.951442857,24.0,4.0,822.0,0,7
34.0,5.951442857,8.0,6.0,2665.0,0,7
21.0,5.951442857,11.0,5.0,1888.0,0,5
69.0,5.951442857,2.0,4.0,2692.0,1,7
1961.0,5.951442857,2.0,7.0,3152.0,0,6
27.0,5.951442857,13.0,3.0,1991.0,0,7
494.0,5.951442857,8.0,3.0,2482.0,1,6
43.0,5.951442857,0.0,5.0,1274.0,0,7
321.0,5.951442857,4.0,3.0,3436.0,0,6
84.0,5.951442857,23.0,5.0,1888.0,0,6
85.0,5.951442857,11.0,7.0,1568.0,0,7
1167.0,5.951442857,20.0,3.0,1508.0,0,5
48.0,5.951442857,10.0,2.0,1202.0,1,7
24.0,5.951442857,8.0,1.0,1813.0,0,7
253.0,5.951442857,24.0,4.0,2245.0,0,6
44.0,5.951442857,0.0,3.0,2867.0,0,7
56.0,5.951442857,5.0,1.0,1062.0,0,7
5.0,5.951442857,13.0,6.0,2592.0,0,7
2.0,5.951442857,3.0,3.0,2383.0,0,7
68.0,5.951442857,4.0,1.0,999.0,1,7
6423.0,5.951442857,11.0,7.0,3919.0,1,5
425.0,5.951442857,18.0,4.0,3067.0,0,6
79.0,5.951442857,14.0,2.0,2431.0,0,7
67.0,5.951442857,2.0,6.0,1283.0,0,7
45.0,5.951442857,3.0,4.0,2720.0,1,7
3634.0,5.951442857,21.0,2.0,2881.0,0,5
6218.0,5.951442857,7.0,3.0,3197.0,0,5
1303.0,5.951442857,6.0,5.0,2599.0,0,6
16.0,5.951442857,9.0,4.0,1735.0,0,7
1892.0,5.951442857,3.0,6.0,1641.0,0,6
626.0,5.951442857,17.0,1.0,1484.0,0,6
7733.0,5.951442857,18.0,3.0,4462.0,1,5
1606.0,5.951442857,11.0,4.0,3307.0,0,6
449.0,5.951442857,18.0,7.0,2212.0,0,6
94.0,5.951442857,22.0,3.0,2474.0,0,7
5.0,5.951442857,21.0,2.0,940.0,1,7
3522.0,5.951442857,9.0,1.0,3102.0,0,5
653.0,5.951442857,24.0,5.0,1661.0,1,6
9688.0,5.951442857,0.0,5.0,5224.0,1,5
6823.0,5.951442857,6.0,5.0,3721.0,0,5
69.0,5.951442857,6.0,6.0,3037.0,1,7
5837.0,5.951442857,19.0,7.0,3906.0,1,5
134.0,5.951442857,3.0,2.0,1784.0,1,6
1992.0,5.951442857,13.0,4.0,1622.0,0,6
38.0,5.951442857,15.0,7.0,2153.0,0,7
2800.0,5.951442857,11.0,4.0,1362.0,0,5
1178.0,5.951442857,11.0,3.0,2761.0,0,5
2582.0,5.951442857,6.0,6.0,1855.0,0,5
836.0,5.951442857,6.0,5.0,2378.0,0,6
884.0,5.951442857,5.0,3.0,3232.0,0,6
59.0,5.951442857,14.0,2.0,1362.0,0,7
3164.0,5.951442857,2.0,5.0,3364.0,0,5
1882.0,5.951442857,12.0,7.0,1914.0,0,6
8469.0,5.951442857,17.0,4.0,5035.0,0,5
992.0,5.951442857,16.0,3.0,2915.0,0,6
1732.0,5.951442857,24.0,6.0,1912.0,0,6
32.0,5.951442857,4.0,4.0,2670.0,0,6
75.0,5.951442857,6.0,6.0,2465.0,0,7
3280.0,5.951442857,8.0,3.0,3696.0,1,5
73.0,5.951442857,11.0,1.0,2488.0,0,7
230.0,5.951442857,18.0,1.0,1182.0,1,6
663.0,5.951442857,19.0,7.0,3050.0,1,6
92.0,5.951442857,9.0,6.0,2341.0,0,6
25.0,5.951442857,6.0,2.0,1301.0,0,7
609.0,5.951442857,14.0,5.0,1250.0,1,5
8766.0,5.951442857,22.0,1.0,3987.0,0,5
89.0,5.951442857,21.0,4.0,2048.0,0,7
66.0,5.951442857,22.0,5.0,1274.0,0,7
296.0,5.951442857,10.0,6.0,2855.0,0,6
3892.0,5.951442857,19.0,4.0,3475.0,0,5
54.0,5.951442857,1.0,2.0,2291.0,1,7
4135.0,5.951442857,3.0,7.0,3589.0,0,5
1922.0,5.951442857,20.0,7.0,1882.0,0,6
516.0,5.951442857,21.0,1.0,906.0,0,6
16.0,5.951442857,19.0,4.0,1732.0,0,7
795.0,5.951442857,0.0,1.0,1229.0,0,6
1394.0,5.951442857,20.0,6.0,3637.0,0,6
80.0,5.951442857,1.0,5.0,1733.0,0,7
605.0,5.951442857,5.0,7.0,3285.0,0,6
11.0,5.951442857,9.0,7.0,2628.0,0,7
549.0,5.951442857,23.0,2.0,3536.0,0,6
8.0,5.951442857,9.0,5.0,2300.0,1,7
78.0,5.951442857,23.0,3.0,1430.0,1,7
81.0,5.951442857,17.0,6.0,2391.0,0,7
4690.0,5.951442857,23.0,5.0,4105.0,0,5
253.0,5.951442857,24.0,6.0,1612.0,0,6
2419.0,5.951442857,20.0,7.0,3342.0,0,5
5544.0,5.951442857,24.0,4.0,1333.0,0,5
1645.0,5.951442857,5.0,2.0,2618.0,0,5
9246.0,5.951442857,14.0,5.0,3420.0,0,5
1540.0,5.951442857,6.0,1.0,1467.0,1,6
79.0,5.951442857,18.0,1.0,1843.0,1,7
84.0,5.951442857,19.0,2.0,1347.0,0,7
4.0,5.951442857,17.0,4.0,1075.0,1,7
7270.0,5.951442857,16.0,1.0,1244.0,1,5
56.0,5.951442857,18.0,2.0,2875.0,1,7
4588.0,5.951442857,5.0,3.0,1525.0,1,5
7843.0,5.951442857,7.0,1.0,4682.0,0,5
9503.0,5.951442857,17.0,5.0,3087.0,0,5
59.0,5.951442857,15.0,6.0,920.0,0,7
2171.0,5.951442857,14.0,7.0,2474.0,0,5
26.0,5.951442857,22.0,3.0,2614.0,0,7
198.0,5.951442857,17.0,1.0,1576.0,0,6
1414.0,5.951442857,13.0,7.0,2441.0,0,5
4443.0,5.951442857,7.0,4.0,1358.0,0,5
205.0,5.951442857,10.0,5.0,2998.0,1,6
893.0,5.951442857,19.0,3.0,2439.0,0,6
5.0,5.951442857,9.0,7.0,2776.0,0,7
59.0,5.951442857,3.0,3.0,1214.0,1,7
1220.0,5.951442857,15.0,2.0,2299.0,0,6
1932.0,5.951442857,16.0,5.0,898.0,0,6
34.0,5.951442857,24.0,4.0,1220.0,1,7
50.0,5.951442857,4.0,3.0,1040.0,0,7
932.0,5.951442857,18.0,7.0,2426.0,0,6
62.0,5.951442857,7.0,6.0,2509.0,0,7
895.0,5.951442857,15.0,7.0,1997.0,0,6
1607.0,5.951442857,13.0,5.0,2001.0,0,6
1702.0,5.951442857,13.0,2.0,1082.0,0,6
1584.0,5.951442857,12.0,5.0,2379.0,0,6
1200.0,5.951442857,16.0,7.0,2777.0,1,5
88.0,5.951442857,16.0,7.0,1624.0,0,7
1778.0,5.951442857,23.0,7.0,1926.0,0,5
520.0,5.951442857,8.0,3.0,2703.0,0,6
11.0,5.951442857,15.0,1.0,2159.0,0,7
1949.0,5.951442857,11.0,3.0,2952.0,1,6
1121.0,5.951442857,22.0,6.0,1891.0,0,6
63.0,5.951442857,8.0,5.0,1742.0,0,7
2301.0,5.951442857,15.0,6.0,1825.0,1,5
583.0,5.951442857,13.0,5.0,1647.0,0,5
228.0,5.951442857,1.0,5.0,1948.0,0,6
1490.0,5.951442857,22.0,1.0,1588.0,0,6
9663.0,5.951442857,11.0,3.0,3938.0,1,5
15.0,5.951442857,22.0,2.0,1730.0,0,7
30.0,5.951442857,19.0,2.0,3147.0,0,7
10.0,5.951442857,13.0,5.0,1618.0,0,7
442.0,5.951442857,0.0,2.0,2012.0,0,6
99.0,5.951442857,10.0,4.0,1848.0,1,7
95.0,5.951442857,19.0,6.0,2540.0,1,7
352.0,5.951442857,18.0,2.0,1691.0,1,5
821.0,5.951442857,11.0,4.0,1616.0,0,6
21.0,5.951442857,15.0,7.0,1907.0,1,7
39.0,5.951442857,9.0,6.0,2226.0,0,7
1055.0,5.951442857,4.0,7.0,1467.0,1,6
78.0,5.951442857,3.0,2.0,1968.0,0,7
403.0,5.951442857,21.0,5.0,1187.0,0,6
54.0,5.951442857,24.0,5.0,1155.0,0,7
4191.0,5.951442857,0.0,7.0,4492.0,0,5
913.0,5.951442857,8.0,4.0,1785.0,0,6
92.0,5.951442857,24.0,7.0,1751.0,0,7
684.0,5.951442857,12.0,6.0,1896.0,0,6
831.0,5.951442857,6.0,2.0,1409.0,0,5
835.0,5.951442857,17.0,6.0,2117.0,0,6
8311.0,5.951442857,8.0,2.0,3190.0,0,5
171.0,5.951442857,11.0,2.0,2274.0,0,6
3424.0,5.951442857,19.0,7.0,3425.0,0,5
19.0,5.951442857,13.0,2.0,1075.0,0,7
6873.0,5.951442857,0.0,2.0,1067.0,0,5
8676.0,5.951442857,2.0,2.0,2237.0,0,5
14.0,5.951442857,18.0,6.0,2707.0,1,7
336.0,5.951442857,15.0,6.0,1986.0,0,6
5284.0,5.951442857,18.0,2.0,3597.0,0,5
1690.0,5.951442857,24.0,3.0,1755.0,0,6
1128.0,5.951442857,5.0,7.0,2906.0,0,6
2988.0,5.951442857,10.0,5.0,1501.0,0,5
4999.0,5.951442857,3.0,5.0,1729.0,1,5
2236.0,5.951442857,4.0,3.0,2360.0,0,5
1682.0,5.951442857,17.0,1.0,1731.0,1,6
2.0,5.951442857,9.0,4.0,1980.0,0,7
35.0,5.951442857,14.0,1.0,1349.0,0,7
360.0,5.951442857,22.0,4.0,2396.0,0,6
371.0,5.951442857,4.0,2.0,2060.0,0,6
86.0,5.951442857,7.0,5.0,1463.0,0,7
71.0,5.951442857,15.0,2.0,1979.0,0,7
22.0,5.951442857,16.0,7.0,1775.0,0,7
1308.0,5.951442857,19.0,5.0,1824.0,0,6
851.0,5.951442857,20.0,1.0,867.0,1,6
7386.0,5.951442857,19.0,1.0,5360.0,1,5
3374.0,5.951442857,13.0,6.0,5034.0,0,5
58.0,5.951442857,14.0,4.0,1224.0,1,7
2035.0,5.951442857,19.0,7.0,1950.0,1,5
6365.0,5.951442857,0.0,2.0,2493.0,0,5
18.0,5.951442857,9.0,1.0,1127.0,0,7
5795.0,5.951442857,24.0,2.0,1791.0,0,5
1116.0,5.951442857,23.0,7.0,2309.0,0,5
13.0,5.951442857,2.0,1.0,2331.0,0,7
53.0,5.951442857,2.0,6.0,1933.0,0,7
13.0,5.951442857,24.0,4.0,1782.0,0,7
88.0,5.951442857,24.0,7.0,1746.0,1,7
7507.0,5.951442857,2.0,1.0,3939.0,1,5
1370.0,5.951442857,23.0,4.0,3251.0,1,5
25.0,5.951442857,9.0,4.0,1906.0,0,6
59.0,5.951442857,10.0,3.0,955.0,1,7
1480.0,5.951442857,5.0,4.0,1377.0,0,6
1568.0,5.951442857,9.0,1.0,1484.0,0,6
1704.0,5.951442857,17.0,7.0,1437.0,0,6
65.0,5.951442857,14.0,3.0,968.0,0,7
7450.0,5.951442857,21.0,2.0,4257.0,0,5
75.0,5.951442857,16.0,3.0,1881.0,0,7
981.0,5.951442857,0.0,3.0,2824.0,0,6
45.0,5.951442857,21.0,6.0,2010.0,0,7
1921.0,5.951442857,1.0,7.0,2567.0,0,6
9086.0,5.951442857,0.0,4.0,1593.0,0,5
5652.0,5.951442857,13.0,3.0,3767.0,0,5
999.0,5.951442857,13.0,3.0,1087.0,0,6
339.0,5.951442857,15.0,5.0,1625.0,0,6
2098.0,5.951442857,15.0,3.0,2487.0,1,5
12.0,5.951442857,20.0,6.0,1324.0,0,7
83.0,5.951442857,1.0,7.0,2371.0,1,7
1591.0,5.951442857,18.0,7.0,1257.0,1,6
960.0,5.951442857,4.0,5.0,3147.0,1,5
2089.0,5.951442857,16.0,7.0,2577.0,1,5
14.0,5.951442857,21.0,4.0,2689.0,0,6
65.0,5.951442857,21.0,4.0,1756.0,0,6
983.0,5.951442857,6.0,7.0,2781.0,0,6
504.0,5.951442857,20.0,4.0,2236.0,0,5
1417.0,5.951442857,24.0,6.0,1378.0,0,6
91.0,5.951442857,23.0,6.0,2439.0,0,6
1519.0,5.951442857,7.0,7.0,1119.0,0,5
1235.0,5.951442857,17.0,6.0,2141.0,0,6
1872.0,5.951442857,0.0,6.0,2443.0,0,6
589.0,5.951442857,6.0,7.0,1943.0,1,6
1244.0,5.951442857,8.0,2.0,1499.0,0,6
91.0,5.951442857,4.0,3.0,2727.0,0,7
19.0,5.951442857,18.0,7.0,1590.0,0,7
2369.0,5.951442857,5.0,2.0,1945.0,0,5
78.0,5.951442857,12.0,1.0,559.0,0,7
1869.0,5.951442857,16.0,6.0,1877.0,0,6
8524.0,5.951442857,18.0,4.0,4931.0,0,5
24.0,5.951442857,5.0,6.0,1304.0,0,7
753.0,5.951442857,6.0,4.0,1782.0,1,6
73.0,5.951442857,0.0,1.0,1783.0,0,7
57.0,5.951442857,8.0,4.0,601.0,0,7
809.0,5.951442857,1.0,5.0,1827.0,0,6
574.0,5.951442857,14.0,4.0,1455.0,0,6
86.0,5.951442857,21.0,5.0,2598.0,0,7
10.0,5.951442857,18.0,6.0,2089.0,0,7
2989.0,5.951442857,13.0,5.0,2036.0,0,5
8442.0,5.951442857,10.0,6.0,3959.0,0,5
799.0,5.951442857,7.0,6.0,2067.0,0,6
3538.0,5.951442857,11.0,3.0,3736.0,1,5
61.0,5.951442857,2.0,2.0,2462.0,0,7
8954.0,5.951442857,16.0,1.0,5390.0,0,5
1861.0,5.951442857,14.0,3.0,3126.0,0,6
1657.0,5.951442857,3.0,7.0,2440.0,0,6
1406.0,5.951442857,24.0,3.0,2567.0,0,6
81.0,5.951442857,9.0,2.0,2278.0,0,7
3297.0,5.951442857,3.0,2.0,1775.0,0,5
129.0,5.951442857,16.0,5.0,1386.0,0,6
1724.0,5.951442857,12.0,7.0,1591.0,0,6
710.0,5.951442857,12.0,2.0,3221.0,0,5
1101.0,5.951442857,11.0,4.0,2177.0,0,6
1973.0,5.951442857,4.0,7.0,2311.0,0,6
85.0,5.951442857,10.0,3.0,1503.0,1,7
290.0,5.951442857,4.0,5.0,2208.0,0,6
97.0,5.951442857,20.0,2.0,1329.0,0,7
47.0,5.951442857,19.0,3.0,1457.0,0,7
42.0,5.951442857,22.0,3.0,1601.0,1,7
1.0,5.951442857,8.0,2.0,1867.0,1,7
37.0,5.951442857,6.0,4.0,1895.0,0,7
5139.0,5.951442857,12.0,7.0,3230.0,1,5
31.0,5.951442857,20.0,4.0,2336.0,1,7
5020.0,5.951442857,1.0,3.0,3264.0,0,5
8931.0,5.951442857,20.0,3.0,3683.0,0,5
1676.0,5.951442857,24.0,6.0,1975.0,0,6
5222.0,5.951442857,3.0,4.0,3595.0,0,5
4819.0,5.951442857,5.0,1.0,2636.0,0,5
1817.0,5.951442857,14.0,2.0,1845.0,1,6
70.0,5.951442857,3.0,1.0,1140.0,1,7
2836.0,5.951442857,24.0,4.0,3855.0,0,5
7153.0,5.951442857,15.0,1.0,1404.0,1,5
54.0,5.951442857,12.0,1.0,2697.0,0,7
857.0,5.951442857,7.0,1.0,2047.0,0,6
381.0,5.951442857,13.0,3.0,1271.0,0,6
